Unit #FO001335R;1.246000;0.697000;0.690000
Unit #VB001566M;1.247000;0.623000;0.617000
Unit #PB000880V;1.249000;1.085000;1.075000
Unit #QG000895N;1.250000;0.788000;0.780000
Unit #RB000141I;1.250000;1.076000;1.064000
Unit #QF001030R;1.251000;0.890000;0.880000
Unit #UP000754R;1.251000;1.147000;1.135000
Unit #EJ001156M;1.252000;0.912000;0.902000
Unit #SP000234C;1.252000;0.996000;0.985000
Unit #MU001134H;1.255000;0.959000;0.951000
Unit #QB001606G;1.258000;0.593000;0.588000
Unit #GX001201U;1.262000;1.022000;1.013000
Unit #RJ000961J;1.263000;0.861000;0.853000
Unit #DZ001641U;1.264000;1.204000;1.192000
Unit #CK001310I;1.267000;1.062000;1.052000
Unit #AE000136U;1.268000;1.132000;1.121000
Unit #RM001345Z;1.270000;0.667000;0.659000
Unit #AV000722C;1.271000;1.242000;1.230000
Unit #IH000362W;1.274000;0.540000;0.535000
Unit #PQ001326B;1.274000;1.271000;1.259000
Unit #ZA000147T;1.275000;1.108000;1.098000
Unit #WF000318A;1.277000;1.262000;1.250000
Unit #EO001287E;1.280000;1.176000;1.163000
Unit #QT000667A;1.282000;1.078000;1.066000
Unit #AP001101S;1.283000;0.545000;0.539000
Unit #FN000283M;1.284000;0.744000;0.737000
Unit #TB000287W;1.284000;1.225000;1.212000
Unit #YL000115P;1.284000;0.716000;0.709000
Unit #MK001143S;1.285000;0.821000;0.812000
Unit #AA000780E;1.290000;1.130000;1.119000
Unit #DA000867N;1.290000;0.658000;0.652000
Unit #ED001385U;1.290000;1.143000;1.131000
Unit #DV001154W;1.293000;0.590000;0.584000
Unit #HH000369S;1.294000;1.171000;1.159000
Unit #RD000454B;1.295000;0.967000;0.956000
Unit #YQ001197H;1.300000;0.686000;0.679000
Unit #VD000264G;1.301000;0.777000;0.769000
Unit #RH000528H;1.303000;1.170000;1.160000
Unit #VX000126A;1.304000;1.260000;1.248000
Unit #ZB000329P;1.304000;1.153000;1.142000
Unit #OM001153I;1.305000;1.227000;1.214000
Unit #GB001164T;1.306000;1.185000;1.174000
Unit #KM001607J;1.306000;1.127000;1.117000
Unit #WI000512F;1.308000;0.698000;0.690000
Unit #HK000763M;1.309000;0.780000;0.772000
Unit #FB000999E;1.313000;0.934000;0.924000
Unit #YB000688K;1.317000;0.983000;0.974000
Unit #EO000101J;1.318000;0.920000;0.912000
Unit #VN000004W;1.318000;1.207000;1.196000
Unit #PQ000702T;1.320000;1.046000;1.035000
Unit #QJ000967B;1.320000;1.038000;1.027000
Unit #DA001609J;1.326000;0.892000;0.882000
Unit #GY000666C;1.327000;1.099000;1.088000
Unit #AN000176B;1.329000;1.319000;1.307000
Unit #GE000464U;1.329000;0.636000;0.629000
Unit #VH001529K;1.331000;1.174000;1.163000
Unit #CD001491M;1.337000;1.181000;1.168000
Unit #JE000543D;1.338000;1.167000;1.155000
Unit #MY000159L;1.339000;1.284000;1.271000
Unit #VU001627S;1.339000;1.327000;1.313000
Unit #RX000082I;1.345000;1.192000;1.182000
Unit #KL000405I;1.351000;1.235000;1.221000
Unit #BM000634G;1.352000;1.199000;1.186000
Unit #HG001485X;1.356000;1.222000;1.210000
Unit #CY001392D;1.357000;1.343000;1.329000
Unit #BS000275I;1.358000;1.345000;1.333000
Unit #XQ001082S;1.378000;1.366000;1.353000
Unit #JS000770E;1.389000;1.308000;1.294000
Unit #YG000096B;1.393000;1.207000;1.196000
Unit #HX000977R;1.411000;1.319000;1.307000
Unit #II000738C;1.431000;1.345000;1.330000
Unit #YA000308T;1.432000;1.396000;1.384000
Unit #BL000616V;1.443000;1.239000;1.228000
Unit #HP000432M;1.446000;1.257000;1.245000
Unit #RZ000172Y;1.448000;1.444000;1.430000
Unit #OZ001285U;1.452000;1.379000;1.367000
Unit #FB000533O;1.463000;1.461000;1.447000
Unit #YA000097N;1.465000;1.401000;1.387000
Unit #VQ000434B;1.466000;1.415000;1.403000
Unit #JW000551A;1.488000;1.327000;1.314000
Unit #JN000056A;1.493000;1.487000;1.473000
Unit #OV001025F;1.500000;1.338000;1.323000
Unit #AQ001399Z;1.504000;1.445000;1.431000
Unit #MQ001056X;1.508000;1.456000;1.440000
Unit #CZ001085T;1.510000;1.492000;1.477000
Unit #IU000298T;1.510000;1.292000;1.278000
Unit #ZM000467G;1.513000;1.438000;1.424000
Unit #JV000094A;1.514000;1.432000;1.419000
Unit #MH000134G;1.514000;1.390000;1.376000
Unit #EC001410V;1.524000;1.440000;1.426000
Unit #NB000767D;1.528000;1.306000;1.293000
Unit #MM000500V;1.529000;1.519000;1.502000
Unit #CH001427J;1.538000;1.500000;1.486000
Unit #GT001579K;1.539000;1.352000;1.338000
Unit #YD000232B;1.541000;1.375000;1.361000
Unit #YD001150Z;1.542000;1.455000;1.441000
Unit #ZD000547E;1.547000;1.504000;1.488000
Unit #RS000414T;1.550000;1.486000;1.471000
Unit #VD000112F;1.551000;1.476000;1.459000
Unit #JB001589V;1.553000;1.407000;1.395000
Unit #RF000905N;1.554000;1.388000;1.375000
Unit #BX001376W;1.570000;1.396000;1.383000
Unit #HQ000383P;1.574000;1.534000;1.521000
Unit #KP000248S;1.574000;1.362000;1.351000
Unit #AD000775J;1.587000;1.469000;1.455000
Unit #QS000027B;1.589000;1.525000;1.508000
Unit #RI000783X;1.591000;1.450000;1.435000
Unit #TZ000345E;1.591000;1.543000;1.529000
Unit #WO001141W;1.598000;1.423000;1.408000
Unit #CM001382G;1.601000;1.366000;1.353000
Unit #ZM000005X;1.608000;1.393000;1.377000
Unit #JS000111U;1.609000;1.592000;1.578000
Unit #OW000866O;1.617000;1.519000;1.506000
Unit #WB000047G;1.628000;1.441000;1.428000
Unit #DU000503J;1.632000;1.583000;1.569000
Unit #EB000103W;1.632000;1.389000;1.377000
Unit #MB000823D;1.636000;1.521000;1.505000
Unit #JM000164J;1.641000;1.482000;1.467000
Unit #QD000595H;1.655000;1.449000;1.436000
Unit #RB000265C;1.659000;1.577000;1.562000
Unit #JH001032F;1.683000;1.670000;1.652000
Unit #XP000365S;1.683000;1.673000;1.657000
Unit #VC000538N;1.686000;1.657000;1.642000
Unit #ZQ001323Y;1.686000;1.645000;1.627000
Unit #TM000049F;1.687000;1.535000;1.518000
Unit #BF000571Z;1.706000;1.566000;1.549000
Unit #GF001553V;1.712000;1.606000;1.589000
Unit #RG001393U;1.722000;1.677000;1.661000
Unit #GW001000U;1.726000;1.557000;1.541000
Unit #CF001324H;1.731000;1.708000;1.692000
Unit #RL000816U;1.751000;1.610000;1.596000
Unit #GK000493G;1.753000;1.519000;1.502000
Unit #SG000050F;1.760000;1.759000;1.742000
Unit #LW001165S;1.767000;1.510000;1.493000
Unit #YY001343V;1.780000;1.759000;1.740000
Unit #UE001577L;1.784000;1.637000;1.623000
Unit #UX001195B;1.784000;1.622000;1.608000
Unit #VX000724L;1.784000;1.751000;1.732000
Unit #KY000833O;1.788000;1.743000;1.726000
Unit #PE001401Z;1.789000;1.659000;1.643000
Unit #VC001338S;1.790000;1.747000;1.732000
Unit #XX000024J;1.790000;1.587000;1.573000
Unit #VP000744X;1.792000;1.697000;1.678000
Unit #CK001378R;1.801000;1.651000;1.636000
Unit #ZL001133N;1.803000;1.739000;1.722000
Unit #OR000873S;1.812000;1.672000;1.658000
Unit #ZT000163N;1.814000;1.665000;1.647000
Unit #BW000761D;1.817000;1.678000;1.664000
Unit #UB000105Z;1.820000;1.796000;1.777000
Unit #LO000385I;1.822000;1.574000;1.558000
Unit #AX000527G;1.827000;1.558000;1.545000
Unit #CZ001455A;1.830000;1.563000;1.547000
Unit #UA000796L;1.832000;1.709000;1.693000
Unit #CY000827M;1.834000;1.672000;1.655000
Unit #UR000925L;1.845000;1.579000;1.563000
Unit #IO000869D;1.851000;1.769000;1.750000
Unit #ZH000466Z;1.852000;1.707000;1.691000
Unit #SE000215Q;1.868000;1.858000;1.841000
Unit #JA000963W;1.870000;1.836000;1.817000
Unit #KD001561Z;1.872000;1.652000;1.638000
Unit #NT000018Y;1.881000;1.773000;1.758000
Unit #KT001351Y;1.882000;1.763000;1.748000
Unit #YC000404Q;1.893000;1.674000;1.655000
Unit #HF001221T;1.898000;1.850000;1.829000
Unit #GU001270I;1.904000;1.761000;1.742000
Unit #LH001412O;1.911000;1.654000;1.640000
Unit #SC000016A;1.912000;1.778000;1.759000
Unit #HT000311P;1.917000;1.717000;1.701000
Unit #RA001517C;1.929000;1.780000;1.761000
Unit #QM000964R;1.934000;1.726000;1.711000
Unit #LE001332D;1.936000;1.724000;1.707000
Unit #BI000006I;1.937000;1.646000;1.628000
Unit #AW000034Q;1.939000;1.703000;1.688000
Unit #NX000252B;1.942000;1.821000;1.805000
Unit #JN001278H;1.948000;1.829000;1.814000
Unit #HD001130N;1.953000;1.715000;1.697000
Unit #HC001041C;1.960000;1.866000;1.850000
Unit #PP000877V;1.960000;1.944000;1.923000
Unit #MI001618C;1.965000;1.814000;1.798000
Unit #PF001532R;1.971000;1.968000;1.949000
Unit #OV000741D;1.986000;1.731000;1.716000
Unit #VU000180F;1.987000;1.723000;1.704000
Unit #RQ000621U;2.014000;1.934000;1.916000
Unit #LM000899E;2.016000;1.773000;1.757000
Unit #ZY000149H;2.016000;1.848000;1.828000
Unit #KV000583W;2.018000;1.900000;1.879000
Unit #SB000435Y;2.029000;1.773000;1.755000
Unit #OW000160L;2.035000;1.978000;1.959000
Unit #VK000811L;2.037000;1.889000;1.870000
Unit #WQ001447G;2.043000;2.031000;2.010000
Unit #QQ001342B;2.049000;1.791000;1.774000
Unit #NV001319L;2.051000;1.774000;1.755000
Unit #XP000805F;2.052000;1.877000;1.860000
Unit #CE000121J;2.055000;1.833000;1.813000
Unit #WN000171F;2.059000;1.818000;1.798000
Unit #BC000588R;2.065000;1.882000;1.864000
Unit #GD001248Q;2.066000;1.855000;1.835000
Unit #FH000578N;2.086000;1.789000;1.772000
Unit #VM000665X;2.086000;1.832000;1.813000
Unit #CO000876D;2.087000;1.832000;1.813000
Unit #JN000966Y;2.095000;2.033000;2.013000
Unit #RW001580H;2.095000;1.979000;1.961000
Unit #MN000341W;2.097000;2.033000;2.015000
Unit #UN001388E;2.100000;2.064000;2.042000
Unit #JL000277G;2.102000;1.844000;1.827000
Unit #QJ001552C;2.102000;1.935000;1.915000
Unit #GD000567Z;2.109000;2.015000;1.994000
Unit #FB001582D;2.113000;1.915000;1.896000
Unit #AT000357M;2.124000;1.940000;1.919000
Unit #TX000246X;2.126000;1.976000;1.954000
Unit #SF000778R;2.130000;1.841000;1.822000
Unit #ZV000479X;2.139000;1.870000;1.853000
Unit #MR001603N;2.141000;1.934000;1.914000
Unit #JL001239X;2.147000;1.958000;1.938000
Unit #XD000682K;2.147000;2.081000;2.061000
Unit #TB001002C;2.153000;1.989000;1.972000
Unit #US000740K;2.153000;2.037000;2.018000
Unit #YX001590I;2.164000;1.892000;1.874000
Unit #VD000310B;2.168000;1.899000;1.878000
Unit #BH000856X;2.172000;1.949000;1.933000
Unit #GY000810T;2.173000;2.116000;2.098000
Unit #ZU000699N;2.175000;2.100000;2.081000
Unit #XA001327F;2.180000;2.055000;2.035000
Unit #EE000109O;2.184000;2.100000;2.080000
Unit #QS001448L;2.184000;1.862000;1.842000
Unit #OU000792K;2.186000;2.021000;2.000000
Unit #KA000274W;2.190000;2.152000;2.131000
Unit #SR001079B;2.206000;2.012000;1.991000
Unit #XZ001024G;2.220000;2.214000;2.193000
Unit #TP000993T;2.222000;1.907000;1.889000
Unit #CO000446Y;2.223000;2.103000;2.080000
Unit #TJ001004H;2.223000;2.178000;2.157000
Unit #TP000893F;2.234000;2.128000;2.110000
Unit #DB000830V;2.237000;1.956000;1.937000
Unit #MH001144U;2.268000;2.165000;2.143000
Unit #GX000080F;2.272000;1.967000;1.946000
Unit #BG001547M;2.273000;1.963000;1.943000
Unit #BJ000590I;2.273000;1.963000;1.947000
Unit #FQ000161Y;2.274000;2.157000;2.136000
Unit #DQ001289A;2.275000;2.124000;2.101000
Unit #JG000266T;2.277000;2.013000;1.995000
Unit #FE000854U;2.303000;2.250000;2.228000
Unit #KV000068L;2.311000;2.135000;2.115000
Unit #CA001642C;2.318000;2.255000;2.234000
Unit #LV000092C;2.324000;2.104000;2.086000
Unit #OD001014M;2.324000;2.237000;2.217000
Unit #AG000202Y;2.336000;2.208000;2.188000
Unit #DT001044D;2.336000;2.293000;2.271000
Unit #PK000114Z;2.355000;2.056000;2.039000
Unit #KR001099E;2.357000;2.034000;2.015000
Unit #WH000294E;2.360000;2.344000;2.321000
Unit #DL000736E;2.375000;2.167000;2.144000
Unit #QM000849Q;2.378000;2.367000;2.343000
Unit #HX000565B;2.380000;2.339000;2.318000
Unit #TK000289F;2.381000;2.223000;2.200000
Unit #IT001383W;2.386000;2.184000;2.163000
Unit #SA000884Y;2.387000;2.269000;2.250000
Unit #AI000061H;2.389000;2.204000;2.184000
Unit #BJ000104R;2.389000;2.189000;2.171000
Unit #OD001234N;2.394000;2.327000;2.304000
Unit #GS000150S;2.405000;2.123000;2.100000
Unit #HU001632W;2.417000;2.174000;2.156000
Unit #GU000904U;2.422000;2.069000;2.048000
Unit #DL000212D;2.427000;2.247000;2.225000
Unit #TE001106A;2.430000;2.405000;2.382000
Unit #MS000022D;2.449000;2.430000;2.407000
Unit #TW000336S;2.466000;2.330000;2.307000
Unit #RM001178Y;2.469000;2.260000;2.238000
Unit #ZQ001322A;2.474000;2.115000;2.093000
Unit #PH000922J;2.477000;2.315000;2.292000
Unit #PJ001188C;2.477000;2.163000;2.139000
Unit #OQ000342K;2.479000;2.245000;2.225000
Unit #PN000622Y;2.480000;2.175000;2.153000
Unit #CT001038T;2.486000;2.305000;2.281000
Unit #JW001142U;2.488000;2.380000;2.358000
Unit #HK001203P;2.490000;2.239000;2.218000
Unit #QF001432U;2.491000;2.204000;2.180000
Unit #UT000535A;2.492000;2.444000;2.424000
Unit #AZ000166D;2.498000;2.165000;2.143000
Unit #NU000502W;2.502000;2.424000;2.397000
Unit #RY001431L;2.502000;2.352000;2.332000
Unit #XW000127V;2.502000;2.343000;2.322000
Unit #RL000189X;2.506000;2.476000;2.450000
Unit #PQ000549E;2.507000;2.184000;2.165000
Unit #HB001199F;2.518000;2.234000;2.210000
Unit #PL001329O;2.522000;2.303000;2.277000
Unit #GT000368W;2.523000;2.508000;2.487000
Unit #QX001019G;2.525000;2.197000;2.178000
Unit #JQ000079R;2.528000;2.182000;2.160000
Unit #QY000972B;2.528000;2.469000;2.443000
Unit #BN001067J;2.530000;2.417000;2.396000
Unit #AT001110Y;2.535000;2.254000;2.234000
Unit #DL001518G;2.541000;2.417000;2.390000
Unit #GJ001258E;2.550000;2.465000;2.441000
Unit #AX001168N;2.565000;2.489000;2.464000
Unit #LN000802B;2.565000;2.206000;2.185000
Unit #TJ001353N;2.568000;2.356000;2.337000
Unit #LL000299N;2.574000;2.533000;2.512000
Unit #XP001286V;2.583000;2.347000;2.327000
Unit #MV001613N;2.585000;2.545000;2.519000
Unit #RR000520I;2.590000;2.201000;2.180000
Unit #QR000376S;2.591000;2.214000;2.189000
Unit #TT000331C;2.592000;2.336000;2.311000
Unit #PT000564H;2.595000;2.228000;2.208000
Unit #GB001418E;2.604000;2.394000;2.374000
Unit #FQ000892R;2.607000;2.447000;2.421000
Unit #CB000582W;2.608000;2.475000;2.451000
Unit #EI001218O;2.630000;2.493000;2.472000
Unit #EH000938K;2.633000;2.578000;2.555000
Unit #LD000355K;2.645000;2.597000;2.574000
Unit #KW001639L;2.666000;2.651000;2.627000
Unit #ZQ001440I;2.671000;2.657000;2.635000
Unit #YO000328H;2.673000;2.274000;2.249000
Unit #LW000142L;2.678000;2.502000;2.477000
Unit #NH001007A;2.679000;2.509000;2.488000
Unit #HV001094Z;2.682000;2.411000;2.388000
Unit #KY001180Y;2.696000;2.294000;2.272000
Unit #HV000650D;2.706000;2.432000;2.412000
Unit #DP001042T;2.717000;2.420000;2.397000
Unit #BU000204U;2.721000;2.377000;2.352000
Unit #ER001057K;2.742000;2.416000;2.396000
Unit #BI001330N;2.749000;2.619000;2.593000
Unit #NZ000686W;2.751000;2.713000;2.683000
Unit #ZU000743R;2.766000;2.665000;2.639000
Unit #RN000356G;2.769000;2.419000;2.399000
Unit #IG000014Z;2.772000;2.670000;2.641000
Unit #GO001615F;2.782000;2.559000;2.533000
Unit #SG000793K;2.785000;2.779000;2.755000
Unit #OD001479K;2.811000;2.810000;2.786000
Unit #PV000292Y;2.823000;2.735000;2.708000
Unit #DC000537K;2.829000;2.771000;2.744000
Unit #CQ001303T;2.834000;2.475000;2.449000
Unit #MH001246G;2.836000;2.413000;2.388000
Unit #RL001644V;2.838000;2.569000;2.543000
Unit #XJ001472P;2.839000;2.658000;2.629000
Unit #AA001172W;2.841000;2.467000;2.444000
Unit #CZ001173H;2.845000;2.722000;2.699000
Unit #AK000679F;2.848000;2.743000;2.714000
Unit #SM000344Q;2.848000;2.489000;2.462000
Unit #UT000719Y;2.849000;2.578000;2.550000
Unit #WA000257L;2.859000;2.841000;2.817000
Unit #OQ001468J;2.865000;2.578000;2.555000
Unit #PP000002A;2.872000;2.655000;2.628000
Unit #FN001417O;2.875000;2.685000;2.662000
Unit #PR001091B;2.875000;2.754000;2.728000
Unit #AZ000920Y;2.878000;2.747000;2.717000
Unit #CH000723N;2.885000;2.695000;2.669000
Unit #CU001625D;2.889000;2.578000;2.555000
Unit #EB001010H;2.890000;2.567000;2.540000
Unit #DY001158N;2.896000;2.706000;2.682000
Unit #GP000626O;2.897000;2.476000;2.450000
Unit #IF000813W;2.899000;2.465000;2.444000
Unit #SO000506O;2.900000;2.760000;2.736000
Unit #BJ000962P;2.901000;2.871000;2.843000
Unit #LY001391F;2.903000;2.715000;2.691000
Unit #VP000566S;2.909000;2.583000;2.562000
Unit #AC000427N;2.910000;2.499000;2.474000
Unit #DV001266B;2.910000;2.844000;2.819000
Unit #KW000513A;2.911000;2.512000;2.491000
Unit #MW000840E;2.911000;2.639000;2.615000
Unit #BE000790O;2.912000;2.671000;2.642000
Unit #JC001096J;2.914000;2.873000;2.847000
Unit #CF000028E;2.920000;2.709000;2.682000
Unit #QH001507V;2.924000;2.772000;2.747000
Unit #SZ001545V;2.926000;2.533000;2.506000
Unit #RH001272M;2.932000;2.568000;2.545000
Unit #CP000085I;2.946000;2.828000;2.802000
Unit #MG000395Z;2.950000;2.728000;2.700000
Unit #HK001494J;2.955000;2.833000;2.802000
Unit #UL001454H;2.958000;2.518000;2.497000
Unit #JQ000918C;2.960000;2.545000;2.518000
Unit #SK000324N;2.962000;2.794000;2.767000
Unit #AM000407C;2.969000;2.852000;2.829000
Unit #VU000226V;2.969000;2.563000;2.535000
Unit #QW000237W;2.971000;2.829000;2.802000
Unit #UB000577Z;2.982000;2.703000;2.675000
Unit #DS001403B;2.984000;2.884000;2.856000
Unit #JQ001279W;2.985000;2.648000;2.623000
Unit #XU000703F;2.985000;2.758000;2.733000
Unit #PR001243D;2.986000;2.715000;2.686000
Unit #XW000848Y;2.986000;2.890000;2.866000
Unit #MZ000575G;2.987000;2.568000;2.545000
Unit #SM001297P;2.987000;2.879000;2.848000
Unit #TN000108W;2.989000;2.599000;2.576000
Unit #XO001061E;2.989000;2.837000;2.808000
Unit #SZ001076P;2.997000;2.953000;2.926000
Unit #VG000281R;2.998000;2.676000;2.648000
Unit #WR001374B;2.998000;2.669000;2.641000
Unit #YZ000339J;2.998000;2.573000;2.546000
Unit #XE000945E;2.999000;2.664000;2.638000
Unit #SC001306A;3.007000;2.664000;2.642000
Unit #TV001244G;3.011000;2.795000;2.765000
Unit #BH000017K;3.014000;2.782000;2.752000
Unit #MB000481P;3.018000;2.711000;2.686000
Unit #EK000122Q;3.021000;2.795000;2.765000
Unit #RF000447Q;3.035000;2.665000;2.639000
Unit #BD000655Y;3.049000;2.704000;2.674000
Unit #KE000758X;3.058000;2.815000;2.790000
Unit #BD000254X;3.126000;2.811000;2.782000
Unit #BQ000480M;3.136000;2.666000;2.644000
Unit #JA001300U;3.139000;2.714000;2.687000
Unit #VF000037E;3.141000;3.055000;3.023000
Unit #XM000858U;3.153000;2.775000;2.750000
Unit #FW000089N;3.190000;3.014000;2.981000
Unit #HX001177W;3.191000;3.130000;3.097000
Unit #NZ001588Y;3.191000;2.898000;2.866000
Unit #RP001390Z;3.191000;2.869000;2.845000
Unit #UE000659C;3.191000;3.078000;3.044000
Unit #KQ000452P;3.200000;3.114000;3.084000
Unit #MQ000875I;3.200000;2.927000;2.896000
Unit #RL001635E;3.203000;3.153000;3.119000
Unit #BN000553U;3.207000;3.010000;2.984000
Unit #UO000197J;3.213000;3.060000;3.031000
Unit #PE001602Z;3.221000;2.886000;2.859000
Unit #LH000846V;3.233000;2.889000;2.863000
Unit #NG001325L;3.244000;2.769000;2.743000
Unit #FG000191J;3.245000;2.882000;2.858000
Unit #PM000145H;3.247000;2.944000;2.914000
Unit #SD001489Y;3.261000;3.154000;3.124000
Unit #YU001422U;3.266000;2.939000;2.913000
Unit #VM000599F;3.267000;3.145000;3.113000
Unit #EZ000803M;3.276000;2.909000;2.879000
Unit #OZ001053Y;3.277000;2.830000;2.800000
Unit #HI000001L;3.279000;2.849000;2.820000
Unit #SJ000890S;3.295000;2.907000;2.879000
Unit #OO000201I;3.297000;2.903000;2.877000
Unit #FC000158I;3.307000;2.832000;2.802000
Unit #VM000587L;3.316000;3.090000;3.062000
Unit #IF000179Q;3.324000;3.070000;3.044000
Unit #NP001619T;3.325000;2.924000;2.896000
Unit #QH000128Y;3.339000;2.873000;2.849000
Unit #BP000677J;3.363000;3.020000;2.989000
Unit #QE001548C;3.368000;2.909000;2.882000
Unit #IA001227H;3.383000;3.102000;3.070000
Unit #QC001377T;3.397000;3.021000;2.996000
Unit #ZP000295F;3.398000;3.192000;3.161000
Unit #XK000601L;3.400000;2.974000;2.943000
Unit #BJ000517S;3.401000;3.275000;3.246000
Unit #ZR000897V;3.402000;3.031000;3.000000
Unit #BR001216L;3.409000;3.159000;3.126000
Unit #NY000984W;3.414000;3.280000;3.249000
Unit #OS000617E;3.416000;3.023000;2.995000
Unit #IP001217S;3.419000;3.139000;3.107000
Unit #NM000704H;3.425000;3.165000;3.136000
Unit #EK001220F;3.432000;3.009000;2.983000
Unit #BP000499F;3.435000;2.972000;2.945000
Unit #GI000696H;3.440000;3.169000;3.138000
Unit #JI001348E;3.441000;3.244000;3.213000
Unit #MO001586P;3.451000;3.051000;3.022000
Unit #ME000663O;3.454000;3.252000;3.224000
Unit #JX001191O;3.457000;3.309000;3.278000
Unit #KB000091H;3.464000;3.167000;3.132000
Unit #TV001157G;3.466000;3.082000;3.050000
Unit #CP000386B;3.471000;3.063000;3.032000
Unit #CL001098N;3.472000;2.998000;2.965000
Unit #MQ000635X;3.481000;3.377000;3.342000
Unit #IU001069Y;3.488000;3.059000;3.031000
Unit #AI001505C;3.498000;3.261000;3.229000
Unit #RB000388E;3.502000;3.126000;3.099000
Unit #JY000511G;3.504000;3.137000;3.109000
